"AnimalID","Date","Julian_date","J_day_new_spr","X_UTM","Y_UTM","NSD"
140560,2014-07-18,199,143,282815.39103606,5185907.48917831,121.853554637135
140560,2014-07-19,200,144,282366.580887024,5185521.11825261,115.798137827013
140560,2014-07-20,201,145,283541.982330137,5185129.24615066,143.92573676942
140560,2014-07-21,202,146,287779.540441284,5185554.02794104,252.309768525214
140560,2014-07-22,203,147,288723.921811304,5186112.38519894,277.89142896764
140560,2014-07-23,204,148,287951.215263009,5186415.716528,251.253186976369
140560,2014-07-24,205,149,285629.025802981,5183407.33901646,213.237263269994
140560,2014-07-25,206,150,283457.735570735,5182802.90384215,168.607572258256
140560,2014-07-26,207,151,283352.14269415,5184251.48516771,148.490439628897
140560,2014-07-27,208,152,283786.08039463,5183528.13305423,166.515093196603
140560,2014-07-28,209,153,284432.486045253,5182979.62776929,188.643792618224
140560,2014-07-29,210,154,283645.196160486,5182769.12446311,173.239338595304
140560,2014-07-30,211,155,282221.635440261,5183791.73157842,130.287093628288
140560,2014-07-31,212,156,282847.163671637,5183289.76288992,149.072894656079
140560,2014-08-01,213,157,284469.515395929,5183567.06344339,182.016408196615
140560,2014-08-02,214,158,284480.743801478,5183334.06795127,185.185628658907
140560,2014-08-03,215,159,284759.25508255,5183308.79896022,192.292073388349
140560,2014-08-04,216,160,283597.379502453,5183014.65843661,168.840605410271
140560,2014-08-05,217,161,283957.580355274,5183290.99290214,173.406743665001
140560,2014-08-06,218,162,282856.260464688,5182986.03277201,153.231270738303
140560,2014-08-07,219,163,284039.394770725,5182998.91208117,179.110908197023
140560,2014-08-08,220,164,283359.660893145,5183969.97645167,151.78542502729
140560,2014-08-09,221,165,283245.051554851,5183736.61766315,152.010631145123
140560,2014-08-10,222,166,283632.694565521,5183334.41627193,165.47510113446
140560,2014-08-11,223,167,283017.103166727,5183476.88780861,150.286197265886
140560,2014-08-12,224,168,287924.476080296,5184671.57354746,264.823510667852
140560,2014-08-13,225,169,288550.150938632,5185753.82335558,274.942573775505
140560,2014-08-14,226,170,286845.197115966,5186042.86872884,220.728018297922
140560,2014-08-15,227,171,288718.936681044,5184751.98233408,289.263499175786
140560,2014-08-16,228,172,288584.337795579,5185722.48996469,276.291866230524
140560,2014-08-17,229,173,288450.671886511,5185560.08641454,273.302411551768
140560,2014-08-18,230,174,289131.887323116,5185914.74680723,292.791776698275
140560,2014-08-19,231,175,288574.27882582,5185679.7016741,276.306916432581
140560,2014-08-20,232,176,288167.828157372,5185587.72468722,264.097868791613
140560,2014-08-21,233,177,287090.542195216,5184299.2741859,243.551497559394
140560,2014-08-22,234,178,284177.895921005,5184184.70325959,167.925096682167
140560,2014-08-23,235,179,282665.130100951,5183604.69975758,141.395960057148
140560,2014-08-24,236,180,283362.675893269,5183996.94758586,151.544463484697
140560,2014-08-25,237,181,283445.243735033,5183694.05865941,156.884571548914
140560,2014-08-26,238,182,283549.289397804,5183356.93005019,163.329866535647
140560,2014-08-27,239,183,282877.843280832,5183298.90983846,149.595856732608
140560,2014-08-28,240,184,282850.665521868,5183290.83765188,149.132091427331
140560,2014-08-29,241,185,282462.510031693,5183641.86567187,136.843085169452
140560,2014-08-30,242,186,281528.114197362,5184575.04635641,108.600184661457
140560,2014-08-31,243,187,282251.845798685,5185955.67163009,110.114732036964
140600,2014-07-01,182,126,273737.984160066,5168671.84096306,37.7417100188944
140600,2014-07-02,183,127,274478.757553732,5169419.58810675,39.0167426371719
140600,2014-07-03,184,128,273589.238679912,5168384.79764131,38.9809160450152
140600,2014-07-04,185,129,274971.010312055,5168852.64235072,48.6515025923315
140600,2014-07-05,186,130,276666.983327865,5168914.14768806,70.203348105335
140600,2014-07-06,187,131,276357.767205965,5168842.17152797,66.3387038922775
140600,2014-07-07,188,132,273144.726412543,5169810.16116428,24.4310080165401
